name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-4812,NO,117.7,52,65.7,1.261,0.3,2.2e-01,1.0e+00,0.901,1031,39,55,62,63,80,54
GENE-19624,NO,1183.7,627.7,556,0.886,-0.2,2.2e-01,1.0e+00,0.901,1032,611,596,676,543,567,558
GENE-19177,NO,213.7,93.3,120.3,1.293,0.4,2.2e-01,1.0e+00,0.901,1033,82,100,98,172,91,98
GENE-13841,NO,2175.7,1012.3,1163.3,1.149,0.2,2.2e-01,1.0e+00,0.901,1033,945,1128,964,1286,1152,1052
GENE-10022,NO,1184.7,638.7,546,0.855,-0.2,2.2e-01,1.0e+00,0.901,1034,630,713,573,458,591,589
GENE-4355,NO,5728,3130.7,2597.3,0.83,-0.3,2.2e-01,1.0e+00,0.901,1035,3133,3897,2362,2503,2506,2783
GENE-6606,NO,228.3,122,106.3,0.874,-0.2,2.2e-01,1.0e+00,0.901,1036,118,116,132,111,105,103
GENE-18220,NO,1887,871.7,1015.3,1.165,0.2,2.2e-01,1.0e+00,0.901,1037,840,983,792,942,928,1176
GENE-3529,NO,55.7,30.7,25,0.816,-0.3,2.2e-01,1.0e+00,0.901,1038,26,30,36,23,24,28
GENE-8887,NO,798.7,344.3,454.3,1.319,0.4,2.2e-01,1.0e+00,0.901,1039,425,213,395,392,400,571
GENE-10976,NO,345.7,185.3,160.3,0.867,-0.2,2.2e-01,1.0e+00,0.901,1040,182,175,199,173,139,169
GENE-2799,NO,50,29,21,0.725,-0.5,2.2e-01,1.0e+00,0.901,1041,28,28,31,23,29,11
GENE-6490,NO,138.3,77.3,61,0.788,-0.3,2.2e-01,1.0e+00,0.901,1042,62,74,96,66,72,45
GENE-2506,NO,312.7,173.7,139,0.801,-0.3,2.2e-01,1.0e+00,0.901,1042,137,239,145,140,134,143
GENE-271,NO,356.7,206.7,150,0.727,-0.5,2.2e-01,1.0e+00,0.901,1043,124,185,311,151,122,177
GENE-11628,NO,72.3,42.3,30,0.71,-0.5,2.2e-01,1.0e+00,0.901,1044,43,55,29,42,30,18
GENE-9184,NO,1224.3,667.3,557,0.835,-0.3,2.2e-01,1.0e+00,0.901,1045,578,837,587,493,573,605
GENE-19068,NO,53,30,23,0.767,-0.4,2.2e-01,1.0e+00,0.901,1046,33,27,30,15,30,24
GENE-10983,NO,328,176.7,151.3,0.858,-0.2,2.2e-01,1.0e+00,0.901,1047,151,192,187,165,136,153
GENE-11361,NO,37,10.3,26.7,2.568,1.4,2.2e-01,1.0e+00,0.901,1048,25,4,2,46,4,30
GENE-4456,NO,425.7,188.7,237,1.259,0.3,2.2e-01,1.0e+00,0.901,1049,165,232,169,241,172,298
GENE-2854,NO,253,114,139,1.222,0.3,2.2e-01,1.0e+00,0.901,1050,104,125,113,174,138,105
GENE-11349,NO,572.3,314,258.3,0.822,-0.3,2.2e-01,1.0e+00,0.901,1051,379,260,303,315,219,241
GENE-3651,NO,5350.7,2965.7,2385,0.804,-0.3,2.2e-01,1.0e+00,0.901,1052,3123,3716,2058,2676,2092,2387
GENE-4335,NO,46.3,20.3,26,1.276,0.4,2.2e-01,1.0e+00,0.901,1052,16,26,19,23,31,24
GENE-17627,NO,176.7,78.7,98,1.246,0.3,2.2e-01,1.0e+00,0.901,1053,85,74,77,92,73,129
GENE-9979,NO,671,360.3,310.7,0.863,-0.2,2.2e-01,1.0e+00,0.901,1054,425,327,329,297,327,308
GENE-16691,NO,96.3,30.3,66,2.175,1.1,2.2e-01,1.0e+00,0.901,1055,10,62,19,86,14,98
GENE-8894,NO,17.7,12.3,5.3,0.438,-1.2,2.2e-01,1.0e+00,0.901,1056,7,11,19,13,0,3
GENE-13394,NO,126.3,57.7,68.7,1.19,0.3,2.2e-01,1.0e+00,0.901,1057,66,58,49,76,69,61
GENE-11746,NO,72,41.3,30.7,0.742,-0.4,2.2e-01,1.0e+00,0.901,1058,47,25,52,29,38,25
GENE-11340,NO,2080.3,948.7,1131.7,1.193,0.3,2.2e-01,1.0e+00,0.901,1059,1001,1081,764,1332,1058,1005
GENE-3152,NO,60,34.3,25.7,0.749,-0.4,2.2e-01,1.0e+00,0.901,1060,49,30,24,26,30,21
GENE-5294,NO,73.7,32.3,41.3,1.276,0.4,2.2e-01,1.0e+00,0.901,1061,26,39,32,45,49,30
GENE-3055,NO,43,24,19,0.792,-0.3,2.2e-01,1.0e+00,0.901,1061,24,27,21,15,24,18
GENE-18139,NO,2826.3,1523,1303.3,0.856,-0.2,2.2e-01,1.0e+00,0.901,1062,1680,1218,1671,1258,1396,1256
GENE-10177,NO,659.7,289.3,370.3,1.281,0.4,2.2e-01,1.0e+00,0.901,1063,317,351,200,298,343,470
GENE-19259,NO,114.7,52.3,62.3,1.19,0.3,2.2e-01,1.0e+00,0.901,1064,45,57,55,64,69,54
GENE-16194,NO,486,263.7,222.3,0.843,-0.2,2.2e-01,1.0e+00,0.901,1065,268,254,269,182,209,276
GENE-6838,NO,318.7,148.7,170,1.146,0.2,2.2e-01,1.0e+00,0.901,1066,136,148,162,166,159,185
GENE-12141,NO,170,96,74,0.771,-0.4,2.2e-01,1.0e+00,0.901,1067,99,87,102,107,54,61
GENE-3592,NO,1379.3,960,419.3,0.437,-1.2,2.2e-01,1.0e+00,0.901,1068,497,150,2233,654,347,257
GENE-1622,NO,799,369.3,429.7,1.164,0.2,2.2e-01,1.0e+00,0.901,1069,364,355,389,470,469,350
GENE-4089,NO,33.3,18.7,14.7,0.787,-0.3,2.2e-01,1.0e+00,0.901,1070,14,21,21,15,13,16
GENE-4947,NO,90,40,50,1.248,0.3,2.2e-01,1.0e+00,0.901,1070,34,33,53,48,55,47
GENE-9060,NO,858,460,398,0.865,-0.2,2.2e-01,1.0e+00,0.9018,1072,508,467,405,353,438,403
GENE-14427,NO,789,425.7,363.3,0.854,-0.2,2.3e-01,1.0e+00,0.9018,1073,424,402,451,423,295,372
GENE-13326,NO,579,312.7,266.3,0.852,-0.2,2.3e-01,1.0e+00,0.9018,1074,312,367,259,243,266,290
GENE-8711,NO,26.7,16.3,10.3,0.636,-0.7,2.3e-01,1.0e+00,0.9018,1075,9,24,16,15,5,11
GENE-15644,NO,156,70,86,1.228,0.3,2.3e-01,1.0e+00,0.9018,1076,62,62,86,103,84,71
GENE-19834,NO,386,176.3,209.7,1.191,0.3,2.3e-01,1.0e+00,0.9018,1077,177,139,213,204,197,228
GENE-5222,NO,2833,1553.3,1279.7,0.824,-0.3,2.3e-01,1.0e+00,0.9018,1078,1395,1326,1939,1052,1277,1510
GENE-104,NO,523.7,243.3,280.3,1.153,0.2,2.3e-01,1.0e+00,0.9018,1079,220,273,237,293,299,249
GENE-15863,NO,729.7,386,343.7,0.89,-0.2,2.3e-01,1.0e+00,0.9029,1081,368,402,388,337,338,356
GENE-6776,NO,350.3,159,191.3,1.204,0.3,2.3e-01,1.0e+00,0.9029,1082,182,178,117,177,195,202
GENE-724,NO,136.7,55.7,81,1.453,0.5,2.3e-01,1.0e+00,0.9035,1083,29,53,85,56,88,99
GENE-379,NO,35.3,14.7,20.7,1.405,0.5,2.3e-01,1.0e+00,0.9035,1084,7,19,18,22,20,20
GENE-7882,NO,161,88.3,72.7,0.823,-0.3,2.3e-01,1.0e+00,0.9035,1085,107,67,91,72,67,79
GENE-17799,NO,2497.3,1500.7,996.7,0.664,-0.6,2.3e-01,1.0e+00,0.9035,1086,1356,1614,1532,426,1687,877
GENE-14861,NO,38,21,17,0.81,-0.3,2.3e-01,1.0e+00,0.9035,1087,17,24,22,18,16,17
GENE-7401,NO,43,23.7,19.3,0.818,-0.3,2.3e-01,1.0e+00,0.9035,1088,27,22,22,22,17,19
GENE-676,NO,2842,1522,1320,0.867,-0.2,2.3e-01,1.0e+00,0.9035,1089,1725,1418,1423,1500,1238,1222
GENE-18789,NO,193,105.7,87.3,0.83,-0.3,2.3e-01,1.0e+00,0.9035,1090,101,113,103,105,91,66
GENE-830,NO,20.3,11.7,8.7,0.746,-0.4,2.3e-01,1.0e+00,0.9035,1091,14,8,13,10,7,9
GENE-4191,NO,1628.7,747.3,881.3,1.179,0.2,2.3e-01,1.0e+00,0.9035,1091,604,749,889,972,859,813
GENE-18128,NO,2805,1519.7,1285.3,0.846,-0.2,2.3e-01,1.0e+00,0.9035,1092,1468,1488,1603,1044,1599,1213
GENE-16788,NO,1186,540,646,1.196,0.3,2.3e-01,1.0e+00,0.9035,1093,567,560,493,663,782,493
GENE-2356,NO,127,56.7,70.3,1.241,0.3,2.3e-01,1.0e+00,0.9035,1094,64,66,40,67,80,64
GENE-2255,NO,57.3,25.3,32,1.262,0.3,2.3e-01,1.0e+00,0.9035,1095,21,28,27,33,24,39
GENE-8721,NO,26.3,15.3,11,0.72,-0.5,2.3e-01,1.0e+00,0.9035,1096,20,12,14,16,9,8
GENE-11127,NO,271.7,146.7,125,0.854,-0.2,2.3e-01,1.0e+00,0.9035,1097,140,164,136,136,135,104
GENE-12351,NO,404.7,230,174.7,0.76,-0.4,2.3e-01,1.0e+00,0.9035,1098,191,218,281,216,104,204
GENE-5407,NO,91.3,52,39.3,0.757,-0.4,2.3e-01,1.0e+00,0.9035,1099,53,66,37,28,39,51
GENE-15100,NO,119.7,64.7,55,0.851,-0.2,2.3e-01,1.0e+00,0.9036,1100,62,67,65,63,55,47
GENE-12093,NO,342.3,156.7,185.7,1.187,0.2,2.3e-01,1.0e+00,0.9044,1102,178,134,158,202,204,151
GENE-2332,NO,369,199.3,169.7,0.851,-0.2,2.3e-01,1.0e+00,0.9044,1103,212,227,159,180,168,161
GENE-2224,NO,491,270.7,220.3,0.814,-0.3,2.3e-01,1.0e+00,0.9047,1104,298,228,286,278,219,164
GENE-13236,NO,4482.7,2071.7,2411,1.164,0.2,2.3e-01,1.0e+00,0.9047,1105,2532,1822,1861,2400,2315,2518
GENE-5546,NO,38.7,14.7,24,1.63,0.7,2.3e-01,1.0e+00,0.9047,1106,17,11,16,40,24,8
GENE-1777,NO,93.7,41.7,52,1.247,0.3,2.3e-01,1.0e+00,0.9047,1106,37,50,38,39,63,54
GENE-4206,NO,2345.7,1265,1080.7,0.855,-0.2,2.3e-01,1.0e+00,0.9047,1107,1186,1154,1455,913,1244,1085
GENE-10681,NO,30,17.3,12.7,0.733,-0.4,2.3e-01,1.0e+00,0.9047,1108,16,23,13,12,9,17
GENE-1053,NO,71.7,44.3,27.3,0.617,-0.7,2.3e-01,1.0e+00,0.9047,1109,24,35,74,15,23,44
GENE-495,NO,141.7,81,60.7,0.75,-0.4,2.3e-01,1.0e+00,0.9049,1110,80,84,79,55,37,90
GENE-3759,NO,293.7,130,163.7,1.264,0.3,2.3e-01,1.0e+00,0.9049,1111,91,144,155,202,158,131
GENE-18224,NO,343,187,156,0.834,-0.3,2.3e-01,1.0e+00,0.9049,1112,222,183,156,127,168,173
GENE-8090,NO,1155.7,510.3,645.3,1.265,0.3,2.3e-01,1.0e+00,0.9068,1115,362,456,713,702,578,656
GENE-15201,NO,163.3,91.3,72,0.792,-0.3,2.3e-01,1.0e+00,0.9068,1116,110,79,85,66,96,54
GENE-2622,NO,2684.3,1269.3,1415,1.115,0.2,2.3e-01,1.0e+00,0.9068,1117,1274,1310,1224,1361,1457,1427
GENE-16599,NO,747.3,328,419.3,1.279,0.4,2.3e-01,1.0e+00,0.9068,1118,429,329,226,359,528,371
GENE-2880,NO,23.3,13.3,10,0.752,-0.4,2.3e-01,1.0e+00,0.9068,1119,9,16,15,11,11,8
GENE-3332,NO,777.3,418,359.3,0.86,-0.2,2.4e-01,1.0e+00,0.9068,1120,341,434,479,369,374,335
GENE-7735,NO,138,62,76,1.225,0.3,2.4e-01,1.0e+00,0.9068,1121,44,70,72,78,73,77
GENE-17929,NO,178,76.3,101.7,1.335,0.4,2.4e-01,1.0e+00,0.9068,1122,89,41,99,107,105,93
GENE-8040,NO,306,166,140,0.845,-0.2,2.4e-01,1.0e+00,0.9068,1123,179,189,130,147,147,126
GENE-6940,NO,595,319.3,275.7,0.864,-0.2,2.4e-01,1.0e+00,0.9068,1124,331,302,325,226,305,296
GENE-14083,NO,22,12.7,9.3,0.739,-0.4,2.4e-01,1.0e+00,0.9068,1124,11,11,16,7,13,8
GENE-11904,NO,36.3,20.3,16,0.788,-0.3,2.4e-01,1.0e+00,0.9068,1125,18,25,18,14,20,14
GENE-14643,NO,93.3,41.7,51.7,1.239,0.3,2.4e-01,1.0e+00,0.9068,1126,32,39,54,52,47,56
GENE-14259,NO,228.3,123.3,105,0.854,-0.2,2.4e-01,1.0e+00,0.9068,1127,139,104,127,115,107,93
GENE-366,NO,2175.7,1205.7,970,0.805,-0.3,2.4e-01,1.0e+00,0.9068,1128,1633,1131,853,944,922,1044
GENE-9031,NO,1085.3,584.7,500.7,0.856,-0.2,2.4e-01,1.0e+00,0.9068,1129,673,491,590,565,455,482
GENE-14568,NO,455.7,248,207.7,0.837,-0.3,2.4e-01,1.0e+00,0.9068,1130,234,195,315,205,211,207
GENE-13604,NO,153.7,84,69.7,0.829,-0.3,2.4e-01,1.0e+00,0.9094,1134,91,77,84,59,89,61
GENE-3393,NO,2911.3,1268.7,1642.7,1.295,0.4,2.4e-01,1.0e+00,0.9102,1136,1496,1421,889,2081,1725,1122
GENE-6489,NO,1799.7,1022,777.7,0.761,-0.4,2.4e-01,1.0e+00,0.9102,1137,1221,820,1025,498,1104,731
GENE-14858,NO,730.3,340.7,389.7,1.143,0.2,2.4e-01,1.0e+00,0.9133,1142,324,306,392,380,410,379
GENE-10243,NO,1283.7,999.7,284,0.284,-1.8,2.4e-01,1.0e+00,0.9133,1143,674,2304,21,274,539,39
GENE-1318,NO,73.7,39.7,34,0.857,-0.2,2.4e-01,1.0e+00,0.9133,1143,42,38,39,36,34,32
GENE-19140,NO,792.3,373,419.3,1.123,0.2,2.4e-01,1.0e+00,0.9136,1145,354,402,363,406,433,419
GENE-16064,NO,34.7,15.7,19,1.211,0.3,2.4e-01,1.0e+00,0.9136,1146,17,15,15,19,21,17
GENE-17502,NO,511.3,270.3,241,0.891,-0.2,2.4e-01,1.0e+00,0.9136,1147,267,281,263,228,255,240
GENE-2761,NO,64,27.3,36.7,1.34,0.4,2.4e-01,1.0e+00,0.9136,1147,25,24,33,53,24,33
GENE-12935,NO,6610.3,3100.7,3509.7,1.132,0.2,2.4e-01,1.0e+00,0.9136,1148,3023,2770,3509,3316,3611,3602
GENE-7939,NO,126.7,56.3,70.3,1.249,0.3,2.4e-01,1.0e+00,0.9136,1149,65,46,58,71,52,88
GENE-12243,NO,970.3,557.7,412.7,0.74,-0.4,2.4e-01,1.0e+00,0.9136,1150,478,462,733,539,234,465
GENE-13037,NO,29.7,17.3,12.3,0.714,-0.5,2.4e-01,1.0e+00,0.9136,1151,24,12,16,17,12,8
GENE-16778,NO,3161,1676.3,1484.7,0.885,-0.2,2.4e-01,1.0e+00,0.9136,1152,1887,1521,1621,1431,1501,1522
GENE-10795,NO,43.7,25.7,18,0.703,-0.5,2.4e-01,1.0e+00,0.9136,1153,35,13,29,13,21,20
GENE-1023,NO,1772.7,955,817.7,0.857,-0.2,2.4e-01,1.0e+00,0.9136,1154,892,846,1127,719,931,803
GENE-2217,NO,961,516.3,444.7,0.861,-0.2,2.4e-01,1.0e+00,0.9136,1155,512,606,431,484,431,419
GENE-15959,NO,918.7,422.3,496.3,1.176,0.2,2.4e-01,1.0e+00,0.9136,1156,349,395,523,491,474,524
GENE-10996,NO,48,27,21,0.778,-0.4,2.4e-01,1.0e+00,0.9161,1160,19,29,33,25,21,17
GENE-6932,NO,236.3,111.3,125,1.126,0.2,2.4e-01,1.0e+00,0.9161,1161,112,111,111,125,121,129
GENE-8254,NO,1041.3,664,377.3,0.569,-0.8,2.4e-01,1.0e+00,0.9161,1162,1173,256,563,611,160,361
GENE-16347,NO,4582,2690.3,1891.7,0.703,-0.5,2.4e-01,1.0e+00,0.917,1164,1237,2650,4184,1796,1760,2119
GENE-778,NO,247.3,141.7,105.7,0.748,-0.4,2.4e-01,1.0e+00,0.9171,1165,83,169,173,137,83,97
GENE-2910,NO,1037.7,116,921.7,7.94,3,2.4e-01,1.0e+00,0.9171,1166,15,0,333,0,2685,80
GENE-6555,NO,166.3,75,91.3,1.222,0.3,2.4e-01,1.0e+00,0.9171,1167,67,95,63,75,94,105
GENE-14946,NO,620,328.7,291.3,0.887,-0.2,2.4e-01,1.0e+00,0.9171,1167,294,351,341,292,288,294
GENE-6096,NO,221.3,103,118.3,1.152,0.2,2.4e-01,1.0e+00,0.9172,1168,116,101,92,125,107,123
GENE-3371,NO,18.3,7.3,11,1.491,0.6,2.5e-01,1.0e+00,0.9194,1172,9,3,10,11,14,8
GENE-10642,NO,8471.3,3962.3,4509,1.138,0.2,2.5e-01,1.0e+00,0.9221,1177,3641,4387,3859,4683,3928,4916
GENE-1828,NO,1200.3,533.3,667,1.251,0.3,2.5e-01,1.0e+00,0.9221,1178,440,608,552,486,614,901
GENE-17198,NO,18,7,11,1.563,0.6,2.5e-01,1.0e+00,0.9221,1179,12,3,6,12,7,14
GENE-10768,NO,144,65.3,78.7,1.204,0.3,2.5e-01,1.0e+00,0.9221,1179,77,71,48,82,76,78
GENE-5519,NO,2448.7,1341,1107.7,0.826,-0.3,2.5e-01,1.0e+00,0.9221,1180,1760,1060,1203,979,1221,1123
GENE-13481,NO,119.7,65.7,54,0.823,-0.3,2.5e-01,1.0e+00,0.9221,1181,82,58,57,62,55,45
GENE-6621,NO,503.3,318,185.3,0.584,-0.8,2.5e-01,1.0e+00,0.9221,1182,604,229,121,132,297,127
GENE-9134,NO,849,471.3,377.7,0.801,-0.3,2.5e-01,1.0e+00,0.9221,1183,351,643,420,377,319,437
GENE-15221,NO,106.7,46,60.7,1.317,0.4,2.5e-01,1.0e+00,0.9221,1184,26,51,61,64,54,64
GENE-8351,NO,230,102,128,1.255,0.3,2.5e-01,1.0e+00,0.9221,1185,96,79,131,146,94,144
GENE-4991,NO,23.3,13.3,10,0.753,-0.4,2.5e-01,1.0e+00,0.9221,1186,15,15,10,13,7,10
GENE-5380,NO,434.7,239.3,195.3,0.816,-0.3,2.5e-01,1.0e+00,0.9221,1187,205,219,294,162,172,252
GENE-310,NO,91,40.3,50.7,1.254,0.3,2.5e-01,1.0e+00,0.9221,1188,32,41,48,45,66,41
GENE-16459,NO,32.3,13.7,18.7,1.362,0.4,2.5e-01,1.0e+00,0.9221,1189,12,17,12,27,17,12
GENE-15439,NO,777.7,363,414.7,1.141,0.2,2.5e-01,1.0e+00,0.9221,1190,324,385,380,405,375,464
GENE-19553,NO,2713.7,1089.3,1624.3,1.492,0.6,2.5e-01,1.0e+00,0.9221,1190,1779,1030,459,2095,1417,1361
GENE-16885,NO,67.7,42,25.7,0.612,-0.7,2.5e-01,1.0e+00,0.9221,1191,21,37,68,43,12,22
GENE-2045,NO,143.3,81.7,61.7,0.755,-0.4,2.5e-01,1.0e+00,0.9221,1192,82,115,48,57,73,55
GENE-4983,NO,60,26,34,1.306,0.4,2.5e-01,1.0e+00,0.9221,1193,19,35,24,44,31,27
GENE-17942,NO,82,45.3,36.7,0.81,-0.3,2.5e-01,1.0e+00,0.9221,1194,45,40,51,31,31,48
GENE-1020,NO,368.7,200,168.7,0.845,-0.2,2.5e-01,1.0e+00,0.9221,1195,209,193,198,184,196,126
GENE-10219,NO,12835,6065.3,6769.7,1.116,0.2,2.5e-01,1.0e+00,0.9221,1196,6084,6118,5994,7296,6967,6046
GENE-16154,NO,36.3,20.7,15.7,0.759,-0.4,2.5e-01,1.0e+00,0.9221,1197,16,24,22,17,20,10
GENE-12332,NO,283,128,155,1.212,0.3,2.5e-01,1.0e+00,0.9221,1198,125,121,138,171,185,109
GENE-15564,NO,356.7,167.7,189,1.129,0.2,2.5e-01,1.0e+00,0.9221,1199,166,177,160,205,174,188
GENE-13066,NO,609.7,323,286.7,0.888,-0.2,2.5e-01,1.0e+00,0.9221,1200,317,331,321,256,305,299
GENE-13562,NO,577,343,234,0.683,-0.5,2.5e-01,1.0e+00,0.9232,1202,154,497,378,270,152,280
GENE-12822,NO,799,449.7,349.3,0.777,-0.4,2.5e-01,1.0e+00,0.9232,1203,610,407,332,404,245,399
GENE-5184,NO,38,25.7,12.3,0.484,-1,2.5e-01,1.0e+00,0.9232,1204,21,46,10,22,1,14
GENE-16476,NO,5160.7,2830.7,2330,0.823,-0.3,2.5e-01,1.0e+00,0.9232,1205,3531,2730,2231,2565,1812,2613
GENE-15565,NO,64.3,35.3,29,0.822,-0.3,2.5e-01,1.0e+00,0.9232,1206,45,30,31,28,28,31
GENE-17755,NO,33.7,15,18.7,1.243,0.3,2.5e-01,1.0e+00,0.9232,1207,19,12,14,20,18,18
GENE-1046,NO,459.3,244.7,214.7,0.877,-0.2,2.5e-01,1.0e+00,0.9232,1208,272,244,218,221,228,195
GENE-15165,NO,24,10.3,13.7,1.318,0.4,2.5e-01,1.0e+00,0.9232,1208,7,13,11,17,12,12
GENE-19767,NO,1075.3,682.7,392.7,0.575,-0.8,2.5e-01,1.0e+00,0.9232,1209,700,567,781,79,446,653
GENE-12730,NO,442,286,156,0.547,-0.9,2.5e-01,1.0e+00,0.9232,1210,393,267,198,47,340,81
GENE-17970,NO,1831,965.7,865.3,0.896,-0.2,2.5e-01,1.0e+00,0.9232,1211,988,928,981,819,927,850
GENE-18671,NO,124,52.7,71.3,1.355,0.4,2.5e-01,1.0e+00,0.9232,1212,69,36,53,79,43,92
GENE-9640,NO,457.3,258.3,199,0.77,-0.4,2.5e-01,1.0e+00,0.9232,1213,328,301,146,184,227,186
GENE-1004,NO,95,43.7,51.3,1.175,0.2,2.5e-01,1.0e+00,0.9232,1214,45,48,38,58,48,48
GENE-24,NO,351.7,191.7,160,0.838,-0.3,2.5e-01,1.0e+00,0.9243,1216,151,207,217,188,158,134
GENE-1803,NO,39.3,22,17.3,0.789,-0.3,2.5e-01,1.0e+00,0.9243,1217,28,20,18,21,14,17
GENE-9671,NO,63,35.3,27.7,0.783,-0.4,2.6e-01,1.0e+00,0.9263,1221,29,44,33,21,37,25
GENE-19666,NO,4279.3,1979.7,2299.7,1.162,0.2,2.6e-01,1.0e+00,0.9263,1222,1765,2057,2117,1870,2325,2704
GENE-12829,NO,2351.7,1062.3,1289.3,1.214,0.3,2.6e-01,1.0e+00,0.9263,1223,1436,865,886,1246,1416,1206
GENE-13080,NO,49.7,27.7,22,0.796,-0.3,2.6e-01,1.0e+00,0.9263,1224,21,27,35,24,18,24
GENE-18467,NO,71.7,40.7,31,0.763,-0.4,2.6e-01,1.0e+00,0.9263,1225,47,41,34,43,31,19
GENE-9125,NO,464.3,217,247.3,1.14,0.2,2.6e-01,1.0e+00,0.9263,1226,198,209,244,233,235,274
GENE-18576,NO,882.7,393,489.7,1.246,0.3,2.6e-01,1.0e+00,0.9263,1226,330,536,313,561,390,518
GENE-17130,NO,956.3,400.3,556,1.388,0.5,2.6e-01,1.0e+00,0.9263,1227,335,221,645,607,443,618
GENE-17331,NO,14092,6555.7,7536.3,1.15,0.2,2.6e-01,1.0e+00,0.9263,1228,6389,6376,6902,6536,9168,6905
GENE-9864,NO,60,33,27,0.819,-0.3,2.6e-01,1.0e+00,0.9263,1229,42,29,28,28,29,24
GENE-19353,NO,501,226,275,1.217,0.3,2.6e-01,1.0e+00,0.9268,1231,201,297,180,301,229,295
GENE-9080,NO,54.3,24,30.3,1.263,0.3,2.6e-01,1.0e+00,0.9268,1232,23,29,20,40,25,26
GENE-17867,NO,58.7,26,32.7,1.256,0.3,2.6e-01,1.0e+00,0.9268,1233,28,31,19,40,27,31
GENE-13106,NO,214.7,100.3,114.3,1.143,0.2,2.6e-01,1.0e+00,0.9268,1234,108,97,96,101,117,125
GENE-2176,NO,1656,939.3,716.7,0.763,-0.4,2.6e-01,1.0e+00,0.9268,1234,1096,683,1039,435,947,768
GENE-15202,NO,10342.7,4840.7,5502,1.137,0.2,2.6e-01,1.0e+00,0.928,1237,5326,5068,4128,5207,6065,5234
GENE-10653,NO,107.3,49,58.3,1.19,0.3,2.6e-01,1.0e+00,0.928,1238,53,48,46,50,53,72
GENE-13216,NO,85,47,38,0.81,-0.3,2.6e-01,1.0e+00,0.928,1239,54,43,44,34,30,50
GENE-13067,NO,98,54,44,0.816,-0.3,2.6e-01,1.0e+00,0.928,1240,52,61,49,57,34,41
GENE-18571,NO,4544.7,1989.3,2555.3,1.285,0.4,2.6e-01,1.0e+00,0.928,1241,2357,1510,2101,2354,1738,3574
GENE-14536,NO,25.7,14.3,11.3,0.792,-0.3,2.6e-01,1.0e+00,0.928,1242,13,12,18,11,10,13
GENE-14207,NO,2529.7,1117,1412.7,1.265,0.3,2.6e-01,1.0e+00,0.928,1243,1124,1154,1073,1569,842,1827
GENE-12086,NO,812.7,434.7,378,0.87,-0.2,2.6e-01,1.0e+00,0.928,1244,418,469,417,417,310,407
GENE-13540,NO,157.3,73,84.3,1.155,0.2,2.6e-01,1.0e+00,0.928,1244,80,61,78,84,85,84
GENE-8526,NO,774.7,361.3,413.3,1.143,0.2,2.6e-01,1.0e+00,0.928,1245,376,406,302,391,422,427
GENE-15072,NO,1971,1060.3,910.7,0.859,-0.2,2.6e-01,1.0e+00,0.928,1246,1046,951,1184,727,1005,1000
GENE-16396,NO,2672,1419.3,1252.7,0.882,-0.2,2.6e-01,1.0e+00,0.928,1247,1376,1489,1393,1363,1333,1062
GENE-16882,NO,31,18,13,0.724,-0.5,2.6e-01,1.0e+00,0.928,1248,11,21,22,8,16,15
GENE-4503,NO,26.3,15,11.3,0.757,-0.4,2.6e-01,1.0e+00,0.928,1249,12,16,17,7,13,14
GENE-17687,NO,1431,661.7,769.3,1.162,0.2,2.6e-01,1.0e+00,0.9283,1250,712,529,744,685,803,820
GENE-3970,NO,1687.7,785.3,902.3,1.149,0.2,2.6e-01,1.0e+00,0.9301,1254,719,831,806,1007,741,959
GENE-5123,NO,966,511.7,454.3,0.888,-0.2,2.6e-01,1.0e+00,0.9301,1255,465,526,544,434,495,434
GENE-978,NO,42.7,19.3,23.3,1.205,0.3,2.6e-01,1.0e+00,0.9301,1256,19,22,17,22,27,21
GENE-18362,NO,226,133.3,92.7,0.698,-0.5,2.6e-01,1.0e+00,0.9301,1257,171,164,65,106,117,55
GENE-13468,NO,168,94,74,0.787,-0.3,2.6e-01,1.0e+00,0.9301,1257,88,91,103,91,87,44
GENE-531,NO,1666.3,738.3,928,1.257,0.3,2.6e-01,1.0e+00,0.9301,1258,554,788,873,1244,862,678
GENE-13553,NO,6739.7,3170.7,3569,1.126,0.2,2.6e-01,1.0e+00,0.9301,1259,2871,3598,3043,3524,3808,3375
GENE-15596,NO,1061.7,560,501.7,0.896,-0.2,2.6e-01,1.0e+00,0.9301,1260,543,595,542,502,529,474
GENE-9649,NO,343.7,184,159.7,0.869,-0.2,2.6e-01,1.0e+00,0.9301,1261,162,170,220,152,166,161
GENE-8624,NO,22,9.3,12.7,1.353,0.4,2.6e-01,1.0e+00,0.9301,1262,12,8,8,11,9,18
GENE-6175,NO,177.3,82.7,94.7,1.145,0.2,2.7e-01,1.0e+00,0.9301,1263,75,88,85,89,90,105
GENE-8747,NO,111.7,63.7,48,0.754,-0.4,2.7e-01,1.0e+00,0.9301,1264,40,53,98,46,48,50
GENE-2138,NO,766.3,458.3,308,0.673,-0.6,2.7e-01,1.0e+00,0.9301,1265,783,367,225,199,391,334
GENE-10548,NO,240.7,131.7,109,0.83,-0.3,2.7e-01,1.0e+00,0.9301,1266,135,107,153,136,90,101
GENE-4403,NO,315.7,167.7,148,0.883,-0.2,2.7e-01,1.0e+00,0.9301,1267,186,150,167,139,154,151
