name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-3791,NO,1,0,0,0,0,0,0
GENE-3792,NO,1,0,0,0,0,0,0
GENE-3793,NO,1,0,0,0,0,0,0
GENE-3794,NO,1,0,0,0,0,0,0
GENE-3795,NO,1,0,0,0,0,0,0
GENE-3796,NO,1,0,0,0,0,0,0
GENE-3797,NO,1,0,0,0,0,0,0
GENE-3798,NO,1,247,314,328,308,457,609
GENE-3799,NO,1,0,0,0,0,0,0
GENE-3800,NO,1,0,0,0,0,0,0
GENE-3801,NO,1,0,0,0,0,0,0
GENE-3802,NO,1,2,1,1,0,0,1
GENE-3803,NO,1,0,0,0,0,0,0
GENE-3804,NO,1,107,168,107,136,112,83
GENE-3805,YES,1,0,0,0,0,0,0
GENE-3806,NO,1,0,0,0,0,0,0
GENE-3807,NO,1,0,0,0,0,0,0
GENE-3808,NO,1,0,0,0,0,0,0
GENE-3809,NO,1,0,0,0,0,0,0
GENE-3810,NO,1,0,0,0,0,0,0
GENE-3811,NO,1,0,0,0,0,0,0
GENE-3812,NO,1,0,0,0,0,3,2
GENE-3813,NO,1,185,205,195,205,204,210
GENE-3814,NO,1,0,0,0,0,0,0
GENE-3815,NO,1,0,0,0,0,0,0
GENE-3816,NO,1,0,0,0,0,0,0
GENE-3817,NO,1,0,0,0,0,0,0
GENE-3818,NO,1,0,0,0,0,0,0
GENE-3819,NO,1,0,0,0,0,0,0
GENE-3820,NO,1,44,49,47,43,71,43
GENE-3821,NO,1,64,62,58,50,46,63
GENE-3822,NO,1,13,22,13,18,29,21
GENE-3823,NO,1,0,0,0,0,0,0
GENE-3824,NO,1,14,18,17,12,12,11
GENE-3825,YES,1,0,0,0,0,0,0
GENE-3826,NO,1,0,0,0,0,0,0
GENE-3827,NO,1,0,0,0,0,0,0
GENE-3828,NO,1,0,0,0,0,0,0
GENE-3829,YES,1,0,0,0,0,0,0
GENE-3830,NO,1,0,1,0,2,0,0
GENE-3831,NO,1,0,0,0,0,0,0
GENE-3832,YES,1,0,0,0,0,0,0
GENE-3833,NO,1,0,0,0,0,0,0
GENE-3834,NO,1,0,0,0,0,0,0
GENE-3835,NO,1,0,0,0,0,0,0
GENE-3836,NO,1,99,118,98,111,88,108
GENE-3837,NO,1,0,0,0,0,0,0
GENE-3838,NO,1,0,0,0,0,0,0
GENE-3839,NO,1,0,0,0,0,0,0
GENE-3840,NO,1,0,0,0,0,0,0
GENE-3841,NO,1,0,0,0,0,0,0
GENE-3842,NO,1,2,10,9,9,5,7
GENE-3843,NO,1,0,0,0,0,0,0
GENE-3844,NO,1,18,24,22,21,16,18
GENE-3845,NO,1,0,3,1,2,0,2
GENE-3846,NO,1,0,0,0,0,0,0
GENE-3847,NO,1,253,326,272,284,322,278
GENE-3848,NO,1,376,406,334,353,327,372
GENE-3849,NO,1,0,0,0,0,0,0
GENE-3850,NO,1,253,221,380,239,273,281
GENE-3851,NO,1,0,0,0,0,0,0
GENE-3852,NO,1,32,33,16,19,37,20
GENE-3853,NO,1,0,0,0,0,0,0
GENE-3854,NO,1,0,0,0,0,0,0
GENE-3855,NO,1,0,0,0,0,0,0
GENE-3856,NO,1,0,0,0,0,0,0
GENE-3857,NO,1,323,384,413,441,259,430
GENE-3858,NO,1,0,0,0,0,0,0
GENE-3859,NO,1,238,224,209,254,246,270
GENE-3860,YES,1,0,0,0,0,0,0
GENE-3861,NO,1,0,0,0,0,0,0
GENE-3862,YES,1,0,0,0,0,0,0
GENE-3863,NO,1,5,9,9,3,6,5
GENE-3864,NO,1,0,0,0,0,0,0
GENE-3865,NO,1,0,0,0,0,0,0
GENE-3866,NO,1,0,0,0,0,0,0
GENE-3867,NO,1,33,46,38,42,46,45
GENE-3868,NO,1,0,0,0,0,0,0
GENE-3869,YES,1,2,4,3,0,0,0
GENE-3870,NO,1,0,0,0,0,0,0
GENE-3871,NO,1,0,0,0,0,0,0
GENE-3872,NO,1,373,325,473,286,341,224
GENE-3873,NO,1,0,0,0,0,0,0
GENE-3874,NO,1,0,0,0,0,0,0
GENE-3875,NO,1,0,0,0,1,0,0
GENE-3876,NO,1,0,0,0,0,0,0
GENE-3877,NO,1,26,26,23,22,22,22
GENE-3878,NO,1,0,0,0,0,0,0
GENE-3879,NO,1,0,1,0,0,0,1
GENE-3880,NO,1,0,0,0,0,0,0
GENE-3881,NO,1,24,21,30,19,18,19
GENE-3882,NO,1,2,1,0,5,2,3
GENE-3883,NO,1,47,51,66,40,40,51
GENE-3884,NO,1,0,0,0,0,0,0
GENE-3885,YES,1,0,0,0,0,0,0
GENE-3886,NO,1,0,0,0,0,0,0
GENE-3887,NO,1,0,0,0,0,0,0
GENE-3888,NO,1,0,0,0,0,0,0
GENE-3889,NO,1,1,2,3,3,7,1
GENE-3890,NO,1,0,0,0,0,0,0
GENE-3891,NO,1,0,0,0,0,0,0
GENE-3892,NO,1,0,0,0,0,0,0
GENE-3893,NO,1,0,0,0,0,0,0
GENE-3894,NO,1,0,0,0,0,0,0
GENE-3895,NO,1,0,0,0,0,0,0
GENE-3896,NO,1,0,0,0,0,0,0
GENE-3897,NO,1,0,0,0,0,0,0
GENE-3898,NO,1,0,0,0,0,0,0
GENE-3899,NO,1,104,57,53,97,72,85
GENE-3900,NO,1,0,0,0,0,0,0
GENE-3901,NO,1,1,0,1,1,4,2
GENE-3902,NO,1,0,0,0,0,0,0
GENE-3903,NO,1,2,5,3,1,5,6
GENE-3904,NO,1,0,0,0,0,0,0
GENE-3905,NO,1,0,0,0,0,0,0
GENE-3906,NO,1,0,0,0,0,0,0
GENE-3907,NO,1,0,0,0,0,0,0
GENE-3908,NO,1,0,0,0,0,0,0
GENE-3909,NO,1,0,0,0,0,0,0
GENE-3910,NO,1,46,44,43,56,40,52
GENE-3911,NO,1,0,0,0,0,0,0
GENE-3912,NO,1,293,56,469,158,100,41
GENE-3913,NO,1,0,0,0,0,0,0
GENE-3914,NO,1,0,0,0,0,0,0
GENE-3915,NO,1,0,0,0,0,0,0
GENE-3916,NO,1,0,0,0,0,0,0
GENE-3917,NO,1,827,1359,1150,907,1604,357
GENE-3918,NO,1,0,0,0,0,0,0
GENE-3919,NO,1,0,0,0,0,0,1
GENE-3920,NO,1,0,0,0,0,0,0
GENE-3921,NO,1,0,0,0,0,0,0
GENE-3922,NO,1,0,0,0,0,0,0
GENE-3923,NO,1,0,0,0,0,0,0
GENE-3924,NO,1,19,20,37,10,45,47
GENE-3925,NO,1,0,0,0,0,0,0
GENE-3926,NO,1,0,0,0,0,0,0
GENE-3927,NO,1,172,199,150,202,153,164
GENE-3928,NO,1,0,0,0,0,0,0
GENE-3929,NO,1,0,0,0,0,0,0
GENE-3930,NO,1,0,0,0,0,0,0
GENE-3931,NO,1,0,0,0,0,0,0
GENE-3932,NO,1,0,0,0,0,0,0
GENE-3933,NO,1,106,60,44,58,44,42
GENE-3934,NO,1,1916,2404,1996,1991,2437,2077
GENE-3935,NO,1,0,0,0,0,0,0
GENE-3936,NO,1,0,0,0,0,0,0
GENE-3937,NO,1,471,697,504,734,549,654
GENE-3938,NO,1,85,103,92,92,85,85
GENE-3939,NO,1,0,0,0,0,0,0
GENE-3940,NO,1,44,60,73,61,52,42
GENE-3941,NO,1,0,0,0,0,0,0
GENE-3942,NO,1,0,0,0,0,0,0
GENE-3943,NO,1,0,0,0,0,0,0
GENE-3944,NO,1,1,1,0,1,0,3
GENE-3945,NO,1,0,0,0,0,0,0
GENE-3946,NO,1,0,0,0,0,0,0
GENE-3947,NO,1,3,9,11,1,6,8
GENE-3948,NO,1,0,0,0,0,0,0
GENE-3949,NO,1,1,2,5,4,1,3
GENE-3950,NO,1,0,0,0,0,0,0
GENE-3951,NO,1,0,0,0,0,0,0
GENE-3952,NO,1,0,0,0,0,0,0
GENE-3953,NO,1,0,0,0,0,0,0
GENE-3954,NO,1,0,0,0,0,0,0
GENE-3955,NO,1,0,0,0,0,0,0
GENE-3956,NO,1,13,8,18,8,14,7
GENE-3957,NO,1,0,0,0,0,0,0
GENE-3958,NO,1,0,0,0,0,0,0
GENE-3959,NO,1,1366,1297,1640,1610,1430,1513
GENE-3960,NO,1,1,5,4,5,2,6
GENE-3961,YES,1,0,0,0,0,0,0
GENE-3962,NO,1,0,0,0,0,0,0
GENE-3963,NO,1,1,2,0,2,0,2
GENE-3964,NO,1,111,149,105,162,118,131
GENE-3965,NO,1,0,0,0,0,0,0
GENE-3966,NO,1,0,0,0,0,0,0
GENE-3967,NO,1,1539,3231,2702,1491,2618,2310
GENE-3968,NO,1,0,0,0,0,0,0
GENE-3969,NO,1,0,0,0,0,0,0
GENE-3970,NO,1,721,831,803,1005,745,955
GENE-3971,NO,1,1,0,0,0,0,0
GENE-3972,NO,1,41,102,99,46,48,71
GENE-3973,NO,1,0,0,0,0,0,0
GENE-3974,NO,1,0,0,0,0,0,0
GENE-3975,NO,1,0,0,0,0,0,0
GENE-3976,NO,1,3,4,0,0,0,1
GENE-3977,NO,1,2,3,3,9,7,3
GENE-3978,NO,1,5,4,5,4,4,4
GENE-3979,NO,1,0,0,0,0,0,0
GENE-3980,NO,1,0,0,0,0,0,0
GENE-3981,NO,1,0,0,0,0,0,0
GENE-3982,NO,1,6,7,5,8,9,11
GENE-3983,NO,1,0,0,0,0,0,0
GENE-3984,NO,1,0,0,0,0,0,0
GENE-3985,NO,1,0,0,0,0,0,0
GENE-3986,NO,1,0,0,0,0,0,0
GENE-3987,NO,1,0,0,0,0,0,0
GENE-3988,NO,1,0,0,0,0,0,0
GENE-3989,NO,1,0,0,0,0,0,0
GENE-3990,NO,1,0,0,0,0,0,0
GENE-3991,NO,1,0,0,0,0,0,0
GENE-3992,NO,1,0,0,0,0,0,0
GENE-3993,NO,1,0,0,0,0,0,0
GENE-3994,NO,1,0,0,0,0,0,0
GENE-3995,NO,1,0,0,0,0,0,0
GENE-3996,NO,1,0,0,0,0,0,0
GENE-3997,NO,1,0,0,0,0,0,0
GENE-3998,NO,1,0,0,0,0,0,0
GENE-3999,NO,1,1,0,1,0,2,2
GENE-4000,NO,1,0,0,0,0,0,0
GENE-4001,NO,1,0,0,0,0,0,0
GENE-4002,NO,1,0,0,0,0,0,0
GENE-4003,NO,1,0,0,0,0,0,0
GENE-4004,NO,1,0,0,0,0,0,0
GENE-4005,NO,1,0,0,0,0,0,0
GENE-4006,NO,1,198,176,215,266,206,238
GENE-4007,NO,1,82,91,79,104,95,87
GENE-4008,NO,1,0,0,0,0,0,0
GENE-4009,NO,1,0,0,0,0,0,0
GENE-4010,NO,1,0,0,0,0,0,0
GENE-4011,NO,1,0,0,0,0,0,0
GENE-4012,NO,1,127,131,152,157,191,112
GENE-4013,NO,1,0,0,0,0,0,0
GENE-4014,YES,1,0,0,0,0,0,0
GENE-4015,NO,1,0,0,0,0,0,0
GENE-4016,NO,1,0,0,0,0,0,0
GENE-4017,NO,1,30,47,38,42,33,37
GENE-4018,YES,1,0,0,0,0,0,0
GENE-4019,NO,1,55,60,43,58,46,40
GENE-4020,NO,1,0,0,0,0,0,0
GENE-4021,NO,1,4,4,1,4,3,2
GENE-4022,NO,1,0,0,0,0,0,0
GENE-4023,NO,1,1019,920,893,914,889,1020
GENE-4024,NO,1,0,0,0,0,0,0
GENE-4025,NO,1,41,42,40,35,31,48
GENE-4026,NO,1,0,0,0,0,0,0
GENE-4027,NO,1,0,0,0,0,0,0
GENE-4028,NO,1,0,0,0,0,0,0
GENE-4029,NO,1,5,9,5,11,9,3
GENE-4030,NO,1,1620,1465,1183,1044,1350,1759
GENE-4031,NO,1,0,0,0,0,0,0
GENE-4032,NO,1,0,0,0,0,0,0
GENE-4033,NO,1,0,0,0,0,0,0
GENE-4034,NO,1,210,135,466,396,345,295
GENE-4035,NO,1,30,33,22,28,23,21
GENE-4036,NO,1,0,0,0,0,0,0
GENE-4037,NO,1,220,163,243,162,272,162
GENE-4038,NO,1,0,0,0,0,0,0
GENE-4039,NO,1,1,0,2,1,1,2
GENE-4040,NO,1,0,0,0,0,0,0
GENE-4041,NO,1,141,146,169,121,220,87
GENE-4042,NO,1,0,0,0,0,0,0
GENE-4043,NO,1,0,0,0,0,0,0
GENE-4044,NO,1,990,987,876,845,898,1128
GENE-4045,YES,1,0,0,0,0,0,0
GENE-4046,NO,1,0,0,0,0,0,0
GENE-4047,NO,1,0,0,0,0,0,0
GENE-4049,NO,1,0,0,0,0,0,0
GENE-4050,NO,1,0,0,0,0,0,0
GENE-4051,NO,1,0,0,0,0,0,0
GENE-4052,NO,1,0,0,0,0,0,0
GENE-4053,NO,1,0,0,0,0,0,0
GENE-4054,NO,1,0,0,0,0,0,0
GENE-4055,NO,1,103,164,128,184,116,122
GENE-4056,NO,1,0,0,0,0,0,0
GENE-4057,NO,1,0,0,0,0,0,0
GENE-4058,NO,1,0,0,0,0,0,0
GENE-4059,NO,1,0,0,0,0,0,0
GENE-4060,NO,1,3,2,7,1,2,2
GENE-4061,NO,1,605,521,468,556,426,633
GENE-4062,NO,1,1049,1247,1178,1101,1200,1357
GENE-4063,YES,1,0,0,0,0,0,0
GENE-4064,NO,1,0,0,0,0,0,0
GENE-4065,NO,1,0,0,0,0,0,0
GENE-4066,NO,1,0,0,0,0,0,0
GENE-4067,NO,1,2,1,1,4,3,1
GENE-4068,NO,1,8,7,18,5,17,12
GENE-4069,NO,1,0,0,0,0,0,0
GENE-4070,NO,1,0,0,0,0,0,0
GENE-4071,NO,1,0,0,0,0,0,0
GENE-4072,NO,1,0,0,0,0,0,0
GENE-4073,NO,1,0,0,0,0,0,0
GENE-4074,NO,1,0,0,0,0,0,0
GENE-4075,NO,1,1,1,1,1,0,1
GENE-4076,NO,1,314,697,606,618,364,185
GENE-4077,NO,1,39,56,47,44,39,49
GENE-4078,NO,1,418,358,283,289,277,177
GENE-4079,NO,1,0,0,0,0,0,0
GENE-4080,NO,1,0,0,0,0,0,0
GENE-4081,NO,1,0,0,0,0,0,0
GENE-4082,NO,1,20,17,25,30,18,19
GENE-4083,NO,1,0,0,0,0,0,0
GENE-4084,NO,1,25,32,41,22,35,31
GENE-4085,NO,1,0,0,0,0,0,0
GENE-4086,NO,1,0,0,1,0,0,0
GENE-4087,NO,1,5,5,6,6,7,4
GENE-4088,NO,1,0,0,0,0,0,0
GENE-4089,NO,1,14,21,21,15,13,16
GENE-4090,NO,1,30,26,45,32,35,36
GENE-4091,NO,1,0,0,0,0,0,0
GENE-4092,NO,1,0,0,0,0,0,0
GENE-4093,NO,1,2,2,4,3,2,4
GENE-4094,NO,1,1,0,0,6,2,0
GENE-4095,NO,1,0,1,3,1,6,4
GENE-4096,NO,1,4,6,10,6,4,8
GENE-4097,NO,1,0,0,0,0,0,0
GENE-4098,NO,1,51,48,56,52,66,56
GENE-4099,NO,1,0,0,0,0,0,0
GENE-4100,NO,1,0,0,0,0,0,0
GENE-4101,NO,1,0,0,0,0,0,0
GENE-4102,NO,1,56,55,69,74,47,53
GENE-4103,NO,1,38,14,21,16,4,30
GENE-4104,NO,1,0,0,0,0,0,0
GENE-4105,NO,1,0,0,0,0,0,0
GENE-4106,NO,1,0,0,0,0,0,0
GENE-4107,NO,1,0,0,0,0,0,0
GENE-4108,YES,1,0,0,0,0,0,0
GENE-4109,NO,1,0,0,0,0,0,0
GENE-4110,NO,1,0,0,0,0,0,0
GENE-4111,NO,1,0,0,0,0,0,0
GENE-4112,NO,1,2,2,1,2,3,3
GENE-4113,NO,1,195,221,213,194,196,194
GENE-4114,NO,1,0,0,0,0,0,0
GENE-4115,NO,1,70,39,37,38,30,37
GENE-4116,NO,1,0,0,0,0,0,0
GENE-4117,NO,1,0,0,0,0,0,0
GENE-4118,NO,1,2,1,2,0,2,0
GENE-4119,NO,1,3,13,9,6,8,8
GENE-4120,NO,1,108,120,108,137,122,113
GENE-4121,NO,1,0,0,0,0,0,0
GENE-4122,NO,1,13,31,17,41,1,0
GENE-4123,NO,1,0,0,0,0,0,0
GENE-4124,NO,1,0,0,0,0,0,0
GENE-4125,NO,1,2124,2089,2305,2185,2391,2008
GENE-4126,NO,1,0,0,0,0,0,0
GENE-4127,NO,1,28,30,19,15,17,14
GENE-4128,NO,1,0,0,0,0,0,0
GENE-4129,YES,1,0,0,0,0,0,0
GENE-4130,NO,1,0,0,0,0,0,0
GENE-4131,NO,1,2,4,0,4,0,2
GENE-4132,NO,1,0,0,0,0,0,0
GENE-4133,NO,1,0,0,0,0,0,0
GENE-4134,NO,1,0,0,0,0,0,0
GENE-4135,NO,1,481,342,561,413,420,419
GENE-4136,NO,1,0,0,0,0,0,0
GENE-4137,NO,1,0,0,0,0,0,0
GENE-4138,NO,1,0,0,0,0,0,0
GENE-4139,NO,1,0,0,0,0,0,0
GENE-4140,NO,1,0,0,0,0,0,0
GENE-4141,NO,1,0,0,0,0,0,0
GENE-4142,NO,1,0,0,0,0,0,0
GENE-4143,NO,1,0,5,0,3,2,6
GENE-4144,NO,1,5,13,1,4,0,1
GENE-4145,NO,1,0,0,0,0,0,0
GENE-4147,NO,1,0,0,0,0,0,0
GENE-4148,NO,1,175,120,134,93,128,155
GENE-4149,NO,1,0,0,0,0,0,0
GENE-4150,NO,1,0,0,0,0,0,0
GENE-4151,NO,1,0,0,0,0,0,0
GENE-4152,NO,1,0,0,0,0,0,0
GENE-4153,NO,1,0,0,0,0,0,0
GENE-4155,NO,1,2,0,3,5,1,4
GENE-4156,NO,1,0,0,0,0,0,0
GENE-4157,NO,1,0,0,0,0,0,0
GENE-4158,NO,1,0,0,0,0,0,0
GENE-4159,NO,1,0,0,0,0,0,0
GENE-4160,NO,1,408,219,372,558,347,475
GENE-4161,NO,1,0,0,0,1,2,0
GENE-4162,NO,1,497,252,448,248,227,226
GENE-4163,NO,1,25,39,29,26,26,46
GENE-4164,NO,1,104,130,134,169,155,173
GENE-4165,NO,1,25,11,16,18,14,22
GENE-4166,NO,1,0,0,0,0,0,0
GENE-4167,NO,1,0,0,0,0,0,0
GENE-4168,NO,1,49,63,67,61,56,83
GENE-4169,NO,1,0,0,0,0,0,0
GENE-4170,NO,1,0,0,0,0,0,0
GENE-4171,NO,1,0,0,0,0,0,0
GENE-4172,NO,1,0,0,0,0,0,0
GENE-4173,NO,1,0,0,0,0,0,0
GENE-4174,NO,1,0,2,0,1,3,1
GENE-4175,NO,1,0,0,0,0,0,0
GENE-4176,NO,1,0,0,0,0,0,0
GENE-4177,NO,1,0,0,0,0,0,0
GENE-4178,NO,1,0,0,0,0,0,0
GENE-4179,NO,1,0,1,1,0,0,1
GENE-4180,NO,1,0,0,0,0,0,0
GENE-4181,YES,1,0,0,0,0,0,0
GENE-4182,NO,1,0,0,0,0,0,0
GENE-4183,NO,1,0,0,0,0,0,0
GENE-4184,NO,1,0,0,0,0,0,0
GENE-4185,NO,1,4,10,12,19,10,6
GENE-4186,NO,1,0,0,0,0,0,0
GENE-4187,NO,1,0,0,0,0,0,0
GENE-4188,NO,1,0,0,0,0,0,0
GENE-4189,NO,1,0,0,0,0,0,0
GENE-4190,NO,1,0,0,0,0,0,0
GENE-4191,NO,1,606,749,886,970,864,810
GENE-4192,NO,1,0,0,0,0,0,0
GENE-4193,NO,1,293,262,283,275,256,288
GENE-4194,NO,1,0,0,0,0,0,0
GENE-4195,YES,1,0,0,0,0,0,0
GENE-4196,NO,1,0,0,0,0,0,0
GENE-4197,NO,1,0,0,0,0,0,0
GENE-4198,NO,1,0,0,0,0,0,0
GENE-4199,NO,1,0,0,0,0,0,0
GENE-4200,NO,1,0,0,0,0,0,0
GENE-4201,NO,1,0,0,0,0,0,0
GENE-4202,NO,1,0,0,0,0,0,0
GENE-4203,NO,1,0,1,0,1,0,2
GENE-4204,NO,1,7,5,11,6,3,6
GENE-4205,NO,1,0,0,0,0,0,0
GENE-4206,NO,1,1189,1154,1450,912,1251,1081
GENE-4207,NO,1,0,2,1,3,3,3
GENE-4208,NO,1,0,0,0,0,0,0
GENE-4209,NO,1,0,0,0,0,0,0
GENE-4210,NO,1,0,1,0,0,0,0
GENE-4211,NO,1,0,0,0,0,0,0
GENE-4212,NO,1,322,318,304,302,314,310
GENE-4213,YES,1,1,1,3,0,0,0
GENE-4214,YES,1,0,0,0,0,0,0
GENE-4215,NO,1,0,0,0,0,0,0
GENE-4216,YES,1,0,0,0,0,0,0
GENE-4217,NO,1,0,0,0,0,0,0
GENE-4218,NO,1,0,0,0,0,0,0
GENE-4219,NO,1,0,0,0,0,0,0
GENE-4220,NO,1,0,0,0,0,0,0
GENE-4221,NO,1,0,0,0,0,0,0
GENE-4222,NO,1,0,0,0,0,0,0
GENE-4223,NO,1,0,0,0,0,0,0
GENE-4224,NO,1,0,0,0,0,0,0
GENE-4225,NO,1,248,282,233,271,294,278
GENE-4226,NO,1,0,0,0,0,0,0
GENE-4227,NO,1,0,0,0,0,0,0
GENE-4228,NO,1,278,232,238,227,201,266
GENE-4229,YES,1,0,0,0,0,0,0
GENE-4230,NO,1,2930,2336,2750,2477,1903,2029
GENE-4231,NO,1,162,195,107,112,97,167
GENE-4232,NO,1,1,2,1,0,2,1
GENE-4233,NO,1,0,0,0,0,0,0
GENE-4234,NO,1,0,0,0,0,0,0
GENE-4235,NO,1,16,13,14,16,15,12
GENE-4236,NO,1,0,0,0,0,0,0
GENE-4237,NO,1,73,70,54,38,62,41
GENE-4238,NO,1,0,0,0,0,0,0
GENE-4239,NO,1,333,472,306,367,426,375
GENE-4240,NO,1,0,0,0,0,0,0
GENE-4241,NO,1,1,0,1,0,0,1
GENE-4242,NO,1,0,0,0,0,0,0
GENE-4243,NO,1,0,0,0,0,0,0
GENE-4244,NO,1,0,0,0,0,0,0
GENE-4245,NO,1,316,323,297,397,301,340
GENE-4246,NO,1,2,0,1,2,1,1
GENE-4247,NO,1,0,0,0,0,0,0
GENE-4248,NO,1,0,0,0,0,0,0
GENE-4249,NO,1,619,756,660,586,795,607
GENE-4250,NO,1,0,0,0,0,0,0
GENE-4251,NO,1,0,0,0,0,0,0
GENE-4252,NO,1,0,0,0,0,0,0
GENE-4253,NO,1,8,13,16,16,14,6
GENE-4254,NO,1,0,0,0,0,0,0
GENE-4255,NO,1,0,0,0,0,0,0
GENE-4256,NO,1,0,0,0,0,0,0
GENE-4257,NO,1,409,456,466,348,438,346
GENE-4258,NO,1,6,4,5,4,6,4
GENE-4259,NO,1,0,1,3,1,2,1
GENE-4260,NO,1,0,0,0,0,0,0
GENE-4261,NO,1,274,319,258,354,303,272
GENE-4262,NO,1,288,284,243,259,283,246
GENE-4263,NO,1,0,0,0,0,0,0
GENE-4264,NO,1,0,0,0,0,0,0
GENE-4265,NO,1,0,0,0,0,0,0
GENE-4266,NO,1,0,0,0,0,0,0
GENE-4267,NO,1,0,0,0,0,0,0
GENE-4268,NO,1,0,0,0,0,0,0
GENE-4269,NO,1,0,0,0,0,0,0
GENE-4270,NO,1,0,0,0,0,0,0
GENE-4271,NO,1,0,0,0,0,0,0
GENE-4272,NO,1,0,0,0,0,0,0
GENE-4273,NO,1,2507,1665,2318,2482,2065,2252
GENE-4274,NO,1,0,0,0,0,0,0
GENE-4275,YES,1,0,0,0,0,0,0
GENE-4276,NO,1,0,0,0,0,0,0
GENE-4277,NO,1,0,0,0,0,0,0
GENE-4278,NO,1,0,0,0,0,0,0
GENE-4279,NO,1,325,299,268,198,204,349
GENE-4280,NO,1,0,0,0,0,0,0
GENE-4281,NO,1,0,0,0,0,0,0
GENE-4282,NO,1,0,0,0,0,0,0
GENE-4283,NO,1,9,5,7,7,6,5
GENE-4284,NO,1,0,0,0,0,0,0
GENE-4285,NO,1,0,0,0,0,0,0
GENE-4286,NO,1,10,15,18,14,20,15
GENE-4287,NO,1,64,136,83,137,79,154
GENE-4288,NO,1,7,17,11,10,16,25
GENE-4289,NO,1,0,0,0,0,0,0
GENE-4290,NO,1,72,62,34,64,51,64
GENE-4291,NO,1,0,0,0,0,0,0
GENE-4293,NO,1,5,4,3,4,8,5
GENE-4294,NO,1,0,0,0,0,0,0
GENE-4295,NO,1,0,0,0,0,0,0
GENE-4296,NO,1,0,0,0,0,0,0
GENE-4297,NO,1,468,425,446,314,571,440
GENE-4298,NO,1,50,43,47,75,79,67
GENE-4299,NO,1,1,0,0,0,0,0
GENE-4300,NO,1,0,0,0,0,0,0
GENE-4301,YES,1,0,0,0,0,0,0
GENE-4302,NO,1,0,0,0,0,0,0
GENE-4303,NO,1,0,0,0,0,0,0
GENE-4304,NO,1,0,0,0,0,0,0
GENE-4305,YES,1,0,0,0,0,0,0
GENE-4306,NO,1,13,13,46,20,14,13
GENE-4307,NO,1,0,0,0,0,0,0
GENE-4308,NO,1,0,0,0,0,0,0
GENE-4309,NO,1,0,0,0,0,0,0
GENE-4310,NO,1,0,0,0,0,0,0
GENE-4311,NO,1,0,0,0,0,0,0
GENE-4312,NO,1,0,0,0,0,0,0
GENE-4313,NO,1,0,0,0,0,0,0
GENE-4314,NO,1,71,94,103,95,90,80
GENE-4315,NO,1,2891,3003,2869,2291,1243,2885
GENE-4316,NO,1,0,0,0,0,0,0
GENE-4317,NO,1,0,0,0,0,0,0
GENE-4318,NO,1,0,0,0,0,0,0
GENE-4319,NO,1,26,11,13,21,11,24
GENE-4320,NO,1,0,0,0,0,0,0
GENE-4321,NO,1,0,0,0,0,0,0
GENE-4322,NO,1,0,0,0,0,0,0
GENE-4323,NO,1,0,0,0,0,0,0
GENE-4324,NO,1,0,0,0,0,0,0
GENE-4325,NO,1,0,0,0,0,0,0
GENE-4326,NO,1,32,36,42,36,29,65
GENE-4327,NO,1,4,0,3,5,4,3
GENE-4328,NO,1,39,42,47,24,31,33
GENE-4329,NO,1,0,0,0,0,0,0
GENE-4330,YES,1,0,0,0,0,0,0
GENE-4331,NO,1,10,6,9,3,8,5
GENE-4332,NO,1,0,0,0,0,0,0
GENE-4333,NO,1,0,0,0,0,0,0
GENE-4334,NO,1,0,0,0,0,0,0
GENE-4335,NO,1,16,26,19,23,31,24
GENE-4336,NO,1,1117,982,599,1172,966,1094
GENE-4337,NO,1,0,0,0,0,0,0
GENE-4338,NO,1,0,0,0,0,0,0
GENE-4339,NO,1,0,1,3,1,2,3
GENE-4340,NO,1,0,0,0,0,0,0
GENE-4341,NO,1,443,380,453,395,444,396
GENE-4342,NO,1,0,0,0,0,0,0
GENE-4343,NO,1,0,0,0,0,0,0
GENE-4344,NO,1,0,0,0,0,0,0
GENE-4345,NO,1,0,0,0,0,0,0
GENE-4346,NO,1,0,0,0,0,0,0
GENE-4347,NO,1,0,0,0,0,0,0
GENE-4348,NO,1,0,0,0,0,0,0
GENE-4349,NO,1,0,0,0,0,0,0
GENE-4350,NO,1,0,0,0,0,0,0
GENE-4351,NO,1,148,161,170,149,149,125
GENE-4352,NO,1,0,0,0,0,0,0
GENE-4353,NO,1,0,0,0,0,0,0
GENE-4354,NO,1,0,0,0,0,0,0
GENE-4355,NO,1,3142,3898,2354,2499,2520,2773
GENE-4356,NO,1,72,49,79,67,57,48
GENE-4357,NO,1,0,0,0,0,0,0
GENE-4358,NO,1,0,0,0,0,0,0
GENE-4359,NO,1,3,6,4,1,2,1
GENE-4360,NO,1,0,0,0,0,0,0
GENE-4361,YES,1,0,0,0,0,0,0
GENE-4362,NO,1,0,0,0,0,0,0
GENE-4363,NO,1,0,0,0,0,0,0
GENE-4364,NO,1,0,0,0,0,0,0
GENE-4365,NO,1,0,0,0,0,0,0
GENE-4366,NO,1,0,0,0,0,0,0
GENE-4367,NO,1,0,0,0,0,0,0
GENE-4368,NO,1,0,0,0,0,0,0
GENE-4369,NO,1,1454,1188,1140,1147,875,1226
GENE-4370,NO,1,63,104,75,71,80,82
GENE-4371,NO,1,0,0,0,0,0,0
GENE-4372,NO,1,53,73,63,72,55,45
